Age,Gender,Degree,Title,Industry of employer,Size of employer,State of employer in incorporate machine learning into business,Yearly salary > $100k,Years of coding experience,Years of experience in machine learning methods,Most frequently used data science platform,Most frequently used big data products,Experience with TPU,Primary tool for analyzing data,Regularly use Python,Regularly use R,Regularly use SQL,Regularly use Scikit-learn,Regularly use TensorFlow,Regularly use Keras,Regularly use PyTorch,Regularly use Xgboost,Regularly use Linear or Logistic Regression,Regularly use Decision Trees or Random Forests,Regularly use Gradient Boosting Machines,Regularly use Bayesian Approaches,Regularly use Convolutional Neural Networks
30-34,Man,5,Research Scientist,Academics/Education,5,do not use,No,5,7.0,laptop,,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45-49,Man,4,Data Engineer,Accounting/Finance,5,for insights only,No,6,4.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
40-44,Man,3,Product Manager,Computers/Technology,5,for insights only,Yes,5,5.0,laptop,MySQL ,1.0,Basic statistical software,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
40-44,Man,5,Data Scientist,Online Service/Internet-based Services,2,well established,No,6,1.0,desktop,Other,1.0,Local development environments,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,3,Data Engineer,Computers/Technology,5,I do not know,No,5,3.0,laptop,Oracle Database ,2.0,Business intelligence software,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25-29,Woman,3,Other,Energy/Mining,1,I do not know,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,0,DBA/Database Engineer,Government/Public Service,4,I do not know,No,5,6.0,laptop,PostgreSQL ,1.0,Local development environments,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50-54,Woman,3,Data Analyst,Accounting/Finance,1,do not use,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Man,5,Software Engineer,Computers/Technology,5,well established,Yes,6,4.0,desktop,,5.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,4,Product Manager,Medical/Pharmaceutical,5,recently started,Yes,5,7.0,deep learning workstation,MySQL ,2.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
30-34,Man,5,Research Scientist,Shipping/Transportation,5,for insights only,No,4,2.0,laptop,,1.0,Business intelligence software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
45-49,Man,4,Program/Project Manager,Computers/Technology,5,well established,Yes,6,2.0,desktop,SQLite ,1.0,Basic statistical software,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,3,Data Analyst,Computers/Technology,5,well established,Yes,4,2.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,5,Research Scientist,Academics/Education,4,I do not know,No,4,2.0,laptop,,1.0,Other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45-49,Man,5,Research Scientist,Academics/Education,5,I do not know,No,4,2.0,laptop,,1.0,Local development environments,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
70+,Man,5,Statistician,Medical/Pharmaceutical,1,do not use,No,6,1.0,desktop,,1.0,Advanced statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-21,Man,3,Data Scientist,Online Service/Internet-based Services,1,well established,No,3,2.0,laptop,MySQL ,1.0,Basic statistical software,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
22-24,Man,3,Other,Accounting/Finance,1,I do not know,No,1,1.0,desktop,,1.0,Basic statistical software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,3,Software Engineer,Government/Public Service,5,exploring,No,3,2.0,desktop,,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Data Engineer,Computers/Technology,5,exploring,No,4,3.0,desktop,,3.0,Basic statistical software,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35-39,Man,3,Program/Project Manager,Other,3,I do not know,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,5,Research Scientist,Government/Public Service,4,well established,No,3,6.0,deep learning workstation,,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
22-24,Man,4,Data Scientist,Accounting/Finance,3,recently started,No,2,3.0,desktop,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
45-49,Woman,4,Program/Project Manager,Academics/Education,4,do not use,No,3,3.0,laptop,,1.0,Basic statistical software,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
40-44,Woman,3,Software Engineer,Insurance/Risk Assessment,1,exploring,No,3,2.0,desktop,,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25-29,Man,4,Data Engineer,Accounting/Finance,4,do not use,No,2,1.0,laptop,,1.0,Business intelligence software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-21,Man,3,Data Scientist,Retail/Sales,1,do not use,No,2,2.0,laptop,,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
70+,Prefer not to say,5,Statistician,Academics/Education,1,recently started,No,6,6.0,desktop,,3.0,Advanced statistical software,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
50-54,Man,4,Software Engineer,Computers/Technology,2,exploring,No,6,3.0,laptop,MySQL ,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30-34,Man,4,Data Scientist,Medical/Pharmaceutical,5,well established,Yes,4,6.0,cloud computing platform,Amazon Redshift ,1.0,Cloud-based data software & APIs,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
45-49,Man,4,Software Engineer,Computers/Technology,4,I do not know,No,6,2.0,desktop,,1.0,Basic statistical software,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,4,Data Scientist,Marketing/CRM,5,recently started,No,4,6.0,laptop,Snowflake ,5.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
50-54,Woman,4,Data Analyst,Government/Public Service,5,well established,No,2,2.0,laptop,,2.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Man,4,Data Scientist,Marketing/CRM,1,exploring,No,4,6.0,laptop,,1.0,Other,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
45-49,Woman,4,Other,Academics/Education,2,do not use,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50-54,Woman,4,Data Scientist,Computers/Technology,2,recently started,No,3,5.0,desktop,,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
45-49,Man,4,Data Analyst,Accounting/Finance,2,exploring,No,2,3.0,laptop,,2.0,Business intelligence software,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
50-54,Man,2,Data Analyst,Manufacturing/Fabrication,3,do not use,No,3,1.0,laptop,,1.0,Local development environments,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-24,Man,3,Machine Learning Engineer,Academics/Education,5,well established,No,4,3.0,cloud computing platform,,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
60-69,Man,3,DBA/Database Engineer,Government/Public Service,5,I do not know,No,5,2.0,cloud computing platform,,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
22-24,Man,3,Data Scientist,Accounting/Finance,4,exploring,No,4,6.0,laptop,,3.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
45-49,Man,2,Data Analyst,Retail/Sales,4,well established,No,3,1.0,laptop,Microsoft SQL Server ,1.0,Business intelligence software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,5,Data Scientist,Computers/Technology,1,do not use,Yes,5,6.0,laptop,,1.0,Local development environments,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
30-34,Woman,4,Business Analyst,Retail/Sales,2,do not use,No,2,7.0,laptop,,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
40-44,Woman,4,Business Analyst,Hospitality/Entertainment/Sports,2,exploring,No,2,2.0,laptop,,3.0,Basic statistical software,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25-29,Man,4,Other,Energy/Mining,5,exploring,No,2,4.0,desktop,,2.0,Basic statistical software,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
35-39,Man,4,Data Analyst,Medical/Pharmaceutical,2,I do not know,No,4,1.0,desktop,,3.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Man,4,Data Engineer,Computers/Technology,4,well established,No,5,2.0,desktop,,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,5,Data Scientist,Accounting/Finance,5,well established,Yes,5,8.0,laptop,,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,4,Research Scientist,Academics/Education,5,recently started,No,2,3.0,laptop,,1.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
35-39,Man,4,Data Scientist,Insurance/Risk Assessment,4,well established,No,4,3.0,laptop,,1.0,Local development environments,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
50-54,Man,3,Software Engineer,Computers/Technology,1,I do not know,No,4,2.0,laptop,PostgreSQL ,1.0,Basic statistical software,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25-29,Man,4,Research Scientist,Government/Public Service,3,recently started,No,2,1.0,laptop,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,4,Software Engineer,Shipping/Transportation,2,I do not know,Yes,6,7.0,laptop,PostgreSQL ,3.0,Basic statistical software,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,3,Product Manager,Energy/Mining,2,do not use,No,2,2.0,desktop,,1.0,Business intelligence software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45-49,Man,2,Software Engineer,Computers/Technology,1,I do not know,No,6,1.0,laptop,,1.0,Basic statistical software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,3,Data Scientist,Online Service/Internet-based Services,1,exploring,No,2,2.0,laptop,,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35-39,Man,4,Product Manager,Computers/Technology,5,for insights only,Yes,5,4.0,cloud computing platform,Amazon Redshift ,3.0,Cloud-based data software & APIs,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
35-39,Man,4,Other,Insurance/Risk Assessment,2,exploring,No,3,2.0,desktop,Microsoft SQL Server ,1.0,Basic statistical software,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
30-34,Man,4,Data Scientist,Marketing/CRM,3,well established,No,3,3.0,laptop,,1.0,Local development environments,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30-34,Man,3,Other,Other,2,do not use,No,4,4.0,laptop,,3.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-24,Woman,4,Other,Accounting/Finance,1,do not use,No,2,3.0,desktop,,1.0,Basic statistical software,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Man,4,Research Scientist,Non-profit/Service,1,do not use,No,5,2.0,laptop,SQLite ,1.0,Basic statistical software,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
40-44,Woman,5,Data Scientist,Military/Security/Defense,5,well established,No,3,5.0,laptop,,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
30-34,Man,4,Data Scientist,Computers/Technology,5,well established,Yes,4,6.0,laptop,MySQL ,1.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
60-69,Man,4,Other,Computers/Technology,2,do not use,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Woman,4,Machine Learning Engineer,Manufacturing/Fabrication,3,recently started,Yes,4,7.0,laptop,Amazon RDS ,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
25-29,Woman,6,Research Scientist,Academics/Education,5,do not use,No,1,1.0,laptop,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Woman,5,Research Scientist,Academics/Education,5,do not use,No,4,1.0,,Microsoft SQL Server ,1.0,Business intelligence software,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,5,Research Scientist,Academics/Education,4,well established,No,5,8.0,desktop,,1.0,Local development environments,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35-39,Man,5,Statistician,Government/Public Service,5,I do not know,No,5,8.0,desktop,,1.0,Local development environments,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
60-69,Man,4,Other,Academics/Education,4,I do not know,No,6,1.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,5,Research Scientist,Military/Security/Defense,3,recently started,No,6,7.0,deep learning workstation,,1.0,Other,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
55-59,Woman,3,Program/Project Manager,Marketing/CRM,1,for insights only,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-24,Woman,3,Product Manager,Marketing/CRM,3,well established,No,1,2.0,laptop,,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25-29,Man,2,Other,Hospitality/Entertainment/Sports,4,I do not know,No,1,2.0,desktop,,1.0,Business intelligence software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,4,Data Analyst,Manufacturing/Fabrication,5,I do not know,No,2,3.0,laptop,,1.0,Business intelligence software,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Man,4,Data Scientist,Computers/Technology,2,recently started,Yes,5,7.0,cloud computing platform,PostgreSQL ,5.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45-49,Man,4,Product Manager,Manufacturing/Fabrication,5,recently started,No,5,2.0,laptop,Amazon Redshift ,1.0,Local development environments,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Man,3,Data Analyst,Medical/Pharmaceutical,1,do not use,No,4,3.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
30-34,Woman,4,Data Scientist,Other,1,well established,Yes,5,6.0,cloud computing platform,,3.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
40-44,Man,5,Data Scientist,Hospitality/Entertainment/Sports,2,for insights only,Yes,6,7.0,laptop,,2.0,Local development environments,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
22-24,Man,3,Other,Other,5,I do not know,No,1,1.0,desktop,,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Woman,4,Data Analyst,Insurance/Risk Assessment,5,well established,No,3,4.0,cloud computing platform,IBM Db2 ,1.0,Advanced statistical software,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
30-34,Man,5,Data Scientist,Other,4,for insights only,Yes,4,6.0,laptop,Amazon RDS ,1.0,Basic statistical software,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
30-34,Man,4,Business Analyst,Insurance/Risk Assessment,5,recently started,No,2,3.0,laptop,Amazon Redshift ,2.0,Local development environments,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
25-29,Man,3,Research Scientist,Academics/Education,1,do not use,No,1,1.0,desktop,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70+,Man,4,Other,Non-profit/Service,1,do not use,Yes,5,1.0,laptop,,1.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,4,Data Scientist,Marketing/CRM,2,recently started,No,3,3.0,laptop,,2.0,Business intelligence software,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
40-44,Man,5,Other,Other,2,for insights only,No,4,3.0,laptop,,2.0,Basic statistical software,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
60-69,Man,0,Developer Relations/Advocacy,Computers/Technology,3,well established,Yes,6,9.0,deep learning workstation,Amazon Redshift ,5.0,Basic statistical software,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
25-29,Woman,4,Data Scientist,Accounting/Finance,3,well established,Yes,3,5.0,laptop,Oracle Database ,1.0,Local development environments,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
70+,Man,4,Data Scientist,Medical/Pharmaceutical,1,do not use,No,5,5.0,laptop,,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
35-39,Man,2,Other,Other,2,I do not know,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Data Analyst,Shipping/Transportation,3,exploring,No,4,2.0,laptop,,1.0,Advanced statistical software,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Woman,3,Data Scientist,Insurance/Risk Assessment,1,for insights only,No,1,2.0,laptop,,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
40-44,Man,5,Data Scientist,Online Service/Internet-based Services,1,exploring,No,6,3.0,laptop,Google Cloud Firestore ,3.0,Basic statistical software,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40-44,Man,5,Research Scientist,Computers/Technology,5,well established,Yes,2,5.0,laptop,,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
40-44,Woman,5,Data Scientist,Accounting/Finance,5,well established,No,6,5.0,cloud computing platform,,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
30-34,Man,5,Research Scientist,Military/Security/Defense,3,exploring,No,4,5.0,deep learning workstation,,1.0,Other,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
50-54,Man,4,Data Scientist,Accounting/Finance,5,well established,Yes,5,8.0,Other,MySQL ,1.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
45-49,Man,6,Other,Medical/Pharmaceutical,5,I do not know,No,0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,4,Data Scientist,Computers/Technology,2,well established,No,4,6.0,laptop,,2.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
35-39,Man,3,Software Engineer,Accounting/Finance,4,I do not know,Yes,4,2.0,desktop,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
60-69,Man,3,Program/Project Manager,Medical/Pharmaceutical,1,exploring,Yes,6,2.0,laptop,,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
30-34,Woman,5,Data Engineer,Accounting/Finance,5,recently started,No,6,4.0,cloud computing platform,Microsoft Azure SQL Database ,3.0,Cloud-based data software & APIs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
35-39,Man,4,Other,Medical/Pharmaceutical,1,well established,Yes,4,7.0,laptop,Amazon RDS ,2.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
45-49,Man,5,Research Scientist,Academics/Education,2,do not use,No,1,2.0,laptop,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
50-54,Woman,4,Other,Other,4,I do not know,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Man,4,Data Analyst,Academics/Education,2,well established,No,1,3.0,cloud computing platform,Google Cloud BigQuery ,2.0,Local development environments,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
25-29,Woman,3,Data Analyst,Retail/Sales,1,do not use,No,1,1.0,laptop,,1.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,4,Business Analyst,Manufacturing/Fabrication,4,do not use,No,1,2.0,laptop,,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
30-34,Man,3,Other,Government/Public Service,5,I do not know,No,1,2.0,laptop,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70+,Man,3,Software Engineer,Military/Security/Defense,5,recently started,No,6,1.0,desktop,,1.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50-54,Man,4,Business Analyst,Academics/Education,4,do not use,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Man,5,Other,Computers/Technology,5,well established,Yes,5,8.0,cloud computing platform,Microsoft Azure Cosmos DB ,4.0,Cloud-based data software & APIs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55-59,Woman,3,Program/Project Manager,Computers/Technology,4,well established,Yes,6,1.0,laptop,,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Woman,3,Other,Insurance/Risk Assessment,5,I do not know,No,0,0.0,,,0.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-21,Man,3,Machine Learning Engineer,Computers/Technology,2,for insights only,Yes,2,3.0,laptop,MySQL ,3.0,Business intelligence software,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
50-54,Man,5,Other,Academics/Education,1,for insights only,No,6,2.0,cloud computing platform,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70+,Man,0,Software Engineer,Other,4,exploring,No,5,2.0,desktop,,2.0,Local development environments,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
55-59,Man,5,Data Scientist,Computers/Technology,1,exploring,No,5,5.0,laptop,,1.0,Local development environments,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
35-39,Man,4,Machine Learning Engineer,Computers/Technology,5,well established,Yes,4,7.0,desktop,PostgreSQL ,4.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
25-29,Man,4,Software Engineer,Online Business/Internet-based Sales,4,for insights only,Yes,5,7.0,laptop,,1.0,Business intelligence software,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
25-29,Man,3,Data Engineer,Other,4,I do not know,No,3,2.0,cloud computing platform,Microsoft SQL Server ,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
